A Ion Radius,X Ion Radius,t,μ,B NumberofProtons,X1 NumberofProtons,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,B FirstIonization,X4 FirstIonization,B AtomicMass,A2 MeltingPoint,B MeltingPoint,X3 MeltingPoint,Ef (eV)
102.0,133.0,0.830850468,0.503759398,24,9,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.15,6.7665,17.4228,51.996,371.15,2130.15,53.63,-3.761008
102.0,133.0,0.80665094,0.54887218,29,9,0.385,0.824,0.824,0.824,0.824,0.971,0.971,8.96,7.7264,17.4228,63.546,371.15,1357.75,53.63,3.416709544
102.0,133.0,0.839242897,0.488721805,26,9,0.449,0.824,0.824,0.824,0.824,0.971,0.971,7.87,7.9024,17.4228,55.845,371.15,1808.15,53.63,-0.14138
102.0,133.0,0.810585822,0.541353383,12,9,1.023,0.824,0.824,0.824,0.824,0.971,0.971,1.74,7.6462,17.4228,24.305,371.15,923.15,53.63,3.031533
102.0,133.0,0.856546874,0.458646617,25,9,0.479,0.824,0.824,0.824,0.824,0.971,0.971,7.44,7.434,17.4228,54.938,371.15,1519.15,53.63,-2.106858296
102.0,133.0,0.822624226,0.518796992,28,9,0.444,0.824,0.824,0.824,0.824,0.971,0.971,8.91,7.6398,17.4228,58.693,371.15,1726.15,53.63,3.801886524
152.0,133.0,0.75196057,1.015037594,56,9,0.204,0.824,0.824,0.824,0.824,1.53,1.53,3.59,5.2117,17.4228,137.327,312.79,1002.15,53.63,2.445811
152.0,133.0,0.973552815,0.556390977,30,9,0.388,0.824,0.824,0.824,0.824,1.53,1.53,7.13,9.3942,17.4228,65.38,312.79,692.88,53.63,-2.652135
152.0,133.0,0.868644106,0.744360902,20,9,0.647,0.824,0.824,0.824,0.824,1.53,1.53,1.54,6.1132,17.4228,40.078,312.79,1112.15,53.63,2.218647
152.0,133.0,0.876197533,0.729323308,48,9,0.232,0.824,0.824,0.824,0.824,1.53,1.53,8.69,8.9938,17.4228,112.411,312.79,594.33,53.63,0.939276
152.0,133.0,0.971206904,0.560150376,27,9,0.421,0.824,0.824,0.824,0.824,1.53,1.53,8.86,7.881,17.4228,58.933,312.79,1768.15,53.63,2.957712
152.0,133.0,1.007627163,0.503759398,24,9,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.15,6.7665,17.4228,51.996,312.79,2130.15,53.63,-2.793789
152.0,133.0,0.978278799,0.54887218,29,9,0.385,0.824,0.824,0.824,0.824,1.53,1.53,8.96,7.7264,17.4228,63.546,312.79,1357.75,53.63,2.251445544
152.0,133.0,1.017805215,0.488721805,26,9,0.449,0.824,0.824,0.824,0.824,1.53,1.53,7.87,7.9024,17.4228,55.845,312.79,1808.15,53.63,0.22958
152.0,133.0,0.983050891,0.541353383,12,9,1.023,0.824,0.824,0.824,0.824,1.53,1.53,1.74,7.6462,17.4228,24.305,312.79,923.15,53.63,1.878962
152.0,133.0,1.03879089,0.458646617,25,9,0.479,0.824,0.824,0.824,0.824,1.53,1.53,7.44,7.434,17.4228,54.938,312.79,1519.15,53.63,-0.385687296
152.0,133.0,0.997650657,0.518796992,28,9,0.444,0.824,0.824,0.824,0.824,1.53,1.53,8.91,7.6398,17.4228,58.693,312.79,1726.15,53.63,2.636438524
76.0,181.0,0.57508368,0.745856354,56,17,0.204,0.479,0.479,0.479,0.479,0.534,0.534,3.59,5.2117,12.9676,137.327,453.85,1002.15,172.31,1.496598
76.0,181.0,0.712652717,0.408839779,30,17,0.388,0.479,0.479,0.479,0.479,0.534,0.534,7.13,9.3942,12.9676,65.38,453.85,692.88,172.31,-1.632445
76.0,181.0,0.64902301,0.546961326,20,17,0.647,0.479,0.479,0.479,0.479,0.534,0.534,1.54,6.1132,12.9676,40.078,453.85,1112.15,172.31,0.678476
76.0,181.0,0.65369224,0.535911602,48,17,0.232,0.479,0.479,0.479,0.479,0.534,0.534,8.69,8.9938,12.9676,112.411,453.85,594.33,172.31,-0.014042
76.0,181.0,0.711258093,0.41160221,27,17,0.421,0.479,0.479,0.479,0.479,0.534,0.534,8.86,7.881,12.9676,58.933,453.85,1768.15,172.31,2.767527
76.0,181.0,0.732767914,0.370165746,24,17,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.15,6.7665,12.9676,51.996,453.85,2130.15,172.31,-3.168501
76.0,181.0,0.715458436,0.403314917,29,17,0.385,0.479,0.479,0.479,0.479,0.534,0.534,8.96,7.7264,12.9676,63.546,453.85,1357.75,172.31,1.240116896
76.0,181.0,0.738725377,0.359116022,26,17,0.449,0.479,0.479,0.479,0.479,0.534,0.534,7.87,7.9024,12.9676,55.845,453.85,1808.15,172.31,3.575708
76.0,181.0,0.718286335,0.397790055,12,17,1.023,0.479,0.479,0.479,0.479,0.534,0.534,1.74,7.6462,12.9676,24.305,453.85,923.15,172.31,1.798578
76.0,181.0,0.750935714,0.337016575,25,17,0.479,0.479,0.479,0.479,0.479,0.534,0.534,7.44,7.434,12.9676,54.938,453.85,1519.15,172.31,-0.254871494
76.0,181.0,0.726905771,0.38121547,28,17,0.444,0.479,0.479,0.479,0.479,0.534,0.534,8.91,7.6398,12.9676,58.693,453.85,1726.15,172.31,-1.156173901
138.0,181.0,0.71381982,0.745856354,56,17,0.204,0.479,0.479,0.479,0.479,0.862,0.862,3.59,5.2117,12.9676,137.327,336.5,1002.15,172.31,1.183651
138.0,181.0,0.884576718,0.408839779,30,17,0.388,0.479,0.479,0.479,0.479,0.862,0.862,7.13,9.3942,12.9676,65.38,336.5,692.88,172.31,-0.799363
138.0,181.0,0.805596654,0.546961326,20,17,0.647,0.479,0.479,0.479,0.479,0.862,0.862,1.54,6.1132,12.9676,40.078,336.5,1112.15,172.31,0.263084
138.0,181.0,0.811392314,0.535911602,48,17,0.232,0.479,0.479,0.479,0.479,0.862,0.862,8.69,8.9938,12.9676,112.411,336.5,594.33,172.31,-0.692188
138.0,181.0,0.882845649,0.41160221,27,17,0.421,0.479,0.479,0.479,0.479,0.862,0.862,8.86,7.881,12.9676,58.933,336.5,1768.15,172.31,1.965824
138.0,181.0,0.90954461,0.370165746,24,17,0.449,0.479,0.479,0.479,0.479,0.862,0.862,7.15,6.7665,12.9676,51.996,336.5,2130.15,172.31,-1.614565
138.0,181.0,0.888059304,0.403314917,29,17,0.385,0.479,0.479,0.479,0.479,0.862,0.862,8.96,7.7264,12.9676,63.546,336.5,1357.75,172.31,0.112084896
138.0,181.0,0.916939281,0.359116022,26,17,0.449,0.479,0.479,0.479,0.479,0.862,0.862,7.87,7.9024,12.9676,55.845,336.5,1808.15,172.31,1.447242
138.0,181.0,0.89156942,0.397790055,12,17,1.023,0.479,0.479,0.479,0.479,0.862,0.862,1.74,7.6462,12.9676,24.305,336.5,923.15,172.31,0.494616
138.0,181.0,0.932095302,0.337016575,25,17,0.479,0.479,0.479,0.479,0.479,0.862,0.862,7.44,7.434,12.9676,54.938,336.5,1519.15,172.31,0.338284506
138.0,181.0,0.902268253,0.38121547,28,17,0.444,0.479,0.479,0.479,0.479,0.862,0.862,8.91,7.6398,12.9676,58.693,336.5,1726.15,172.31,1.297895099
167.0,196.0,0.775467558,0.68877551,56,35,0.204,0.474,0.474,0.474,0.474,1.87,1.87,3.59,5.2117,11.8138,137.327,301.7,1002.15,266.05,-1.511059
167.0,196.0,0.950665784,0.37755102,30,35,0.388,0.474,0.474,0.474,0.474,1.87,1.87,7.13,9.3942,11.8138,65.38,301.7,692.88,266.05,-3.457138
167.0,196.0,0.870100887,0.505102041,20,35,0.647,0.474,0.474,0.474,0.474,1.87,1.87,1.54,6.1132,11.8138,40.078,301.7,1112.15,266.05,-2.655846
167.0,196.0,0.876040142,0.494897959,48,35,0.232,0.474,0.474,0.474,0.474,1.87,1.87,8.69,8.9938,11.8138,112.411,301.7,594.33,266.05,-3.494702
167.0,196.0,0.948908546,0.380102041,27,35,0.421,0.474,0.474,0.474,0.474,1.87,1.87,8.86,7.881,11.8138,58.933,301.7,1768.15,266.05,-0.999397
167.0,196.0,0.975968675,0.341836735,24,35,0.449,0.474,0.474,0.474,0.474,1.87,1.87,7.15,6.7665,11.8138,51.996,301.7,2130.15,266.05,-1.083394
167.0,196.0,0.954199857,0.37244898,29,35,0.385,0.474,0.474,0.474,0.474,1.87,1.87,8.96,7.7264,11.8138,63.546,301.7,1357.75,266.05,-4.482218
167.0,196.0,0.983447362,0.331632653,26,35,0.449,0.474,0.474,0.474,0.474,1.87,1.87,7.87,7.9024,11.8138,55.845,301.7,1808.15,266.05,-0.583735
167.0,196.0,0.957760304,0.367346939,12,35,1.023,0.474,0.474,0.474,0.474,1.87,1.87,1.74,7.6462,11.8138,24.305,301.7,923.15,266.05,-1.711865
167.0,196.0,0.998753936,0.31122449,25,35,0.479,0.474,0.474,0.474,0.474,1.87,1.87,7.44,7.434,11.8138,54.938,301.7,1519.15,266.05,-0.862993129
167.0,196.0,0.968602874,0.352040816,28,35,0.444,0.474,0.474,0.474,0.474,1.87,1.87,8.91,7.6398,11.8138,58.693,301.7,1726.15,266.05,-1.506065335
76.0,196.0,0.5810666,0.68877551,56,35,0.204,0.474,0.474,0.474,0.474,0.534,0.534,3.59,5.2117,11.8138,137.327,453.85,1002.15,266.05,3.329771
76.0,196.0,0.712344609,0.37755102,30,35,0.388,0.474,0.474,0.474,0.474,0.534,0.534,7.13,9.3942,11.8138,65.38,453.85,692.88,266.05,0.291339
76.0,196.0,0.651976422,0.505102041,20,35,0.647,0.474,0.474,0.474,0.474,0.534,0.534,1.54,6.1132,11.8138,40.078,453.85,1112.15,266.05,2.19244
76.0,196.0,0.656426773,0.494897959,48,35,0.232,0.474,0.474,0.474,0.474,0.534,0.534,8.69,8.9938,11.8138,112.411,453.85,594.33,266.05,1.395214
76.0,196.0,0.711027891,0.380102041,27,35,0.421,0.474,0.474,0.474,0.474,0.534,0.534,8.86,7.881,11.8138,58.933,453.85,1768.15,266.05,3.874361
76.0,196.0,0.731304352,0.341836735,24,35,0.449,0.474,0.474,0.474,0.474,0.534,0.534,7.15,6.7665,11.8138,51.996,453.85,2130.15,266.05,3.77084
76.0,196.0,0.71499273,0.37244898,29,35,0.385,0.474,0.474,0.474,0.474,0.534,0.534,8.96,7.7264,11.8138,63.546,453.85,1357.75,266.05,0.443335
76.0,196.0,0.736908216,0.331632653,26,35,0.449,0.474,0.474,0.474,0.474,0.534,0.534,7.87,7.9024,11.8138,55.845,453.85,1808.15,266.05,4.322816
76.0,196.0,0.717660614,0.367346939,12,35,1.023,0.474,0.474,0.474,0.474,0.534,0.534,1.74,7.6462,11.8138,24.305,453.85,923.15,266.05,3.160159
76.0,196.0,0.748377605,0.31122449,25,35,0.479,0.474,0.474,0.474,0.474,0.534,0.534,7.44,7.434,11.8138,54.938,453.85,1519.15,266.05,4.045600871
76.0,196.0,0.725785074,0.352040816,28,35,0.444,0.474,0.474,0.474,0.474,0.534,0.534,8.91,7.6398,11.8138,58.693,453.85,1726.15,266.05,3.421441665
102.0,220.0,0.641375728,0.613636364,56,53,0.204,0.214,0.214,0.214,0.214,0.971,0.971,3.59,5.2117,10.4513,137.327,371.15,1002.15,386.65,-0.368186
102.0,220.0,0.774450284,0.336363636,30,53,0.388,0.214,0.214,0.214,0.214,0.971,0.971,7.13,9.3942,10.4513,65.38,371.15,692.88,386.65,-2.156106
102.0,220.0,0.713756688,0.45,20,53,0.647,0.214,0.214,0.214,0.214,0.971,0.971,1.54,6.1132,10.4513,40.078,371.15,1112.15,386.65,-1.636469
102.0,220.0,0.718259885,0.440909091,48,53,0.232,0.214,0.214,0.214,0.214,0.971,0.971,8.69,8.9938,10.4513,112.411,371.15,594.33,386.65,-2.066155
102.0,220.0,0.773135428,0.338636364,27,53,0.421,0.214,0.214,0.214,0.214,0.971,0.971,8.86,7.881,10.4513,58.933,371.15,1768.15,386.65,-1.349974
102.0,220.0,0.793339315,0.304545455,24,53,0.449,0.214,0.214,0.214,0.214,0.971,0.971,7.15,6.7665,10.4513,51.996,371.15,2130.15,386.65,-1.609404
102.0,220.0,0.777093459,0.331818182,29,53,0.385,0.214,0.214,0.214,0.214,0.971,0.971,8.96,7.7264,10.4513,63.546,371.15,1357.75,386.65,-1.836993
102.0,220.0,0.798906609,0.295454545,26,53,0.449,0.214,0.214,0.214,0.214,0.971,0.971,7.87,7.9024,10.4513,55.845,371.15,1808.15,386.65,-1.343198
102.0,220.0,0.779754738,0.327272727,12,53,1.023,0.214,0.214,0.214,0.214,0.971,0.971,1.74,7.6462,10.4513,24.305,371.15,923.15,386.65,-1.833667
102.0,220.0,0.810278945,0.277272727,25,53,0.479,0.214,0.214,0.214,0.214,0.971,0.971,7.44,7.434,10.4513,54.938,371.15,1519.15,386.65,-1.690297397
102.0,220.0,0.787849078,0.313636364,28,53,0.444,0.214,0.214,0.214,0.214,0.971,0.971,8.91,7.6398,10.4513,58.693,371.15,1726.15,386.65,-2.847433422
138.0,220.0,0.713082331,0.613636364,56,53,0.204,0.214,0.214,0.214,0.214,0.862,0.862,3.59,5.2117,10.4513,137.327,336.5,1002.15,386.65,0.932727
138.0,220.0,0.861034788,0.336363636,30,53,0.388,0.214,0.214,0.214,0.214,0.862,0.862,7.13,9.3942,10.4513,65.38,336.5,692.88,386.65,-0.654744
138.0,220.0,0.793555573,0.45,20,53,0.647,0.214,0.214,0.214,0.214,0.862,0.862,1.54,6.1132,10.4513,40.078,336.5,1112.15,386.65,-0.329577
138.0,220.0,0.798562232,0.440909091,48,53,0.232,0.214,0.214,0.214,0.214,0.862,0.862,8.69,8.9938,10.4513,112.411,336.5,594.33,386.65,-0.730836
138.0,220.0,0.859572929,0.338636364,27,53,0.421,0.214,0.214,0.214,0.214,0.862,0.862,8.86,7.881,10.4513,58.933,336.5,1768.15,386.65,0.403374
138.0,220.0,0.882035636,0.304545455,24,53,0.449,0.214,0.214,0.214,0.214,0.862,0.862,7.15,6.7665,10.4513,51.996,336.5,2130.15,386.65,0.132086
138.0,220.0,0.863973473,0.331818182,29,53,0.385,0.214,0.214,0.214,0.214,0.862,0.862,8.96,7.7264,10.4513,63.546,336.5,1357.75,386.65,-0.624975
138.0,220.0,0.88822536,0.295454545,26,53,0.449,0.214,0.214,0.214,0.214,0.862,0.862,7.87,7.9024,10.4513,55.845,336.5,1808.15,386.65,0.193442
138.0,220.0,0.866932287,0.327272727,12,53,1.023,0.214,0.214,0.214,0.214,0.862,0.862,1.74,7.6462,10.4513,24.305,336.5,923.15,386.65,-0.502532
138.0,220.0,0.900869138,0.277272727,25,53,0.479,0.214,0.214,0.214,0.214,0.862,0.862,7.44,7.434,10.4513,54.938,336.5,1519.15,386.65,-0.447242397
138.0,220.0,0.875931584,0.313636364,28,53,0.444,0.214,0.214,0.214,0.214,0.862,0.862,8.91,7.6398,10.4513,58.693,336.5,1726.15,386.65,-0.121586422
89.0,133.0,0.585737707,1.015037594,56,9,0.204,0.824,0.824,0.824,0.824,0.534,0.971,3.59,5.2117,17.4228,137.327,371.15,1002.15,53.63,4.5608215
89.0,133.0,0.758346403,0.556390977,30,9,0.388,0.824,0.824,0.824,0.824,0.534,0.971,7.13,9.3942,17.4228,65.38,371.15,692.88,53.63,-2.3593455
89.0,133.0,0.676628041,0.744360902,20,9,0.647,0.824,0.824,0.824,0.824,0.534,0.971,1.54,6.1132,17.4228,40.078,371.15,1112.15,53.63,4.4153185
89.0,133.0,0.682511763,0.729323308,48,9,0.232,0.824,0.824,0.824,0.824,0.534,0.971,8.69,8.9938,17.4228,112.411,371.15,594.33,53.63,-1.1668635
89.0,133.0,0.756519062,0.560150376,27,9,0.421,0.824,0.824,0.824,0.824,0.534,0.971,8.86,7.881,17.4228,58.933,371.15,1768.15,53.63,5.0610765
89.0,133.0,0.784888527,0.503759398,24,9,0.449,0.824,0.824,0.824,0.824,0.534,0.971,7.15,6.7665,17.4228,51.996,371.15,2130.15,53.63,-2.3620855
89.0,133.0,0.762027696,0.54887218,29,9,0.385,0.824,0.824,0.824,0.824,0.534,0.971,8.96,7.7264,17.4228,63.546,371.15,1357.75,53.63,4.500108044
89.0,133.0,0.792816694,0.488721805,26,9,0.449,0.824,0.824,0.824,0.824,0.534,0.971,7.87,7.9024,17.4228,55.845,371.15,1808.15,53.63,0.0029645
89.0,133.0,0.765744905,0.541353383,12,9,1.023,0.824,0.824,0.824,0.824,0.534,0.971,1.74,7.6462,17.4228,24.305,371.15,923.15,53.63,-1.5348225
89.0,133.0,0.80916343,0.458646617,25,9,0.479,0.824,0.824,0.824,0.824,0.534,0.971,7.44,7.434,17.4228,54.938,371.15,1519.15,53.63,1.840761204
89.0,133.0,0.777117354,0.518796992,28,9,0.444,0.824,0.824,0.824,0.824,0.534,0.971,8.91,7.6398,17.4228,58.693,371.15,1726.15,53.63,4.885093025
120.0,181.0,0.673541586,0.745856354,56,17,0.204,0.479,0.479,0.479,0.479,0.971,0.862,3.59,5.2117,12.9676,137.327,336.5,1002.15,172.31,-0.662922
120.0,181.0,0.834663299,0.408839779,30,17,0.388,0.479,0.479,0.479,0.479,0.971,0.862,7.13,9.3942,12.9676,65.38,336.5,692.88,172.31,-2.410956
120.0,181.0,0.76013979,0.546961326,20,17,0.647,0.479,0.479,0.479,0.479,0.971,0.862,1.54,6.1132,12.9676,40.078,336.5,1112.15,172.31,-0.881554
120.0,181.0,0.765608421,0.535911602,48,17,0.232,0.479,0.479,0.479,0.479,0.971,0.862,8.69,8.9938,12.9676,112.411,336.5,594.33,172.31,-1.988943
120.0,181.0,0.833029907,0.41160221,27,17,0.421,0.479,0.479,0.479,0.479,0.971,0.862,8.86,7.881,12.9676,58.933,336.5,1768.15,172.31,-0.278551
120.0,181.0,0.858222343,0.370165746,24,17,0.449,0.479,0.479,0.479,0.479,0.971,0.862,7.15,6.7665,12.9676,51.996,336.5,2130.15,172.31,-3.70616
120.0,181.0,0.837949375,0.403314917,29,17,0.385,0.479,0.479,0.479,0.479,0.971,0.862,8.96,7.7264,12.9676,63.546,336.5,1357.75,172.31,-0.453379104
120.0,181.0,0.865199761,0.359116022,26,17,0.449,0.479,0.479,0.479,0.479,0.971,0.862,7.87,7.9024,12.9676,55.845,336.5,1808.15,172.31,0.402253
120.0,181.0,0.841261427,0.397790055,12,17,1.023,0.479,0.479,0.479,0.479,0.971,0.862,1.74,7.6462,12.9676,24.305,336.5,923.15,172.31,0.49552
120.0,181.0,0.879500583,0.337016575,25,17,0.479,0.479,0.479,0.479,0.479,0.971,0.862,7.44,7.434,12.9676,54.938,336.5,1519.15,172.31,-0.529282494
120.0,181.0,0.851356565,0.38121547,28,17,0.444,0.479,0.479,0.479,0.479,0.971,0.862,8.91,7.6398,12.9676,58.693,336.5,1726.15,172.31,-1.622236901
159.5,220.0,0.755907108,0.613636364,56,53,0.204,0.214,0.214,0.214,0.214,1.53,1.87,3.59,5.2117,10.4513,137.327,301.7,1002.15,386.65,0.467228
159.5,220.0,0.912744978,0.336363636,30,53,0.388,0.214,0.214,0.214,0.214,1.53,1.87,7.13,9.3942,10.4513,65.38,301.7,692.88,386.65,-0.525772
159.5,220.0,0.84121324,0.45,20,53,0.647,0.214,0.214,0.214,0.214,1.53,1.87,1.54,6.1132,10.4513,40.078,301.7,1112.15,386.65,-0.427768
159.5,220.0,0.846520579,0.440909091,48,53,0.232,0.214,0.214,0.214,0.214,1.53,1.87,8.69,8.9938,10.4513,112.411,301.7,594.33,386.65,-0.681948
159.5,220.0,0.911195326,0.338636364,27,53,0.421,0.214,0.214,0.214,0.214,1.53,1.87,8.86,7.881,10.4513,58.933,301.7,1768.15,386.65,0.567948
159.5,220.0,0.93500705,0.304545455,24,53,0.449,0.214,0.214,0.214,0.214,1.53,1.87,7.15,6.7665,10.4513,51.996,301.7,2130.15,386.65,0.256106
159.5,220.0,0.915860148,0.331818182,29,53,0.385,0.214,0.214,0.214,0.214,1.53,1.87,8.96,7.7264,10.4513,63.546,301.7,1357.75,386.65,-0.153852
159.5,220.0,0.941568503,0.295454545,26,53,0.449,0.214,0.214,0.214,0.214,1.53,1.87,7.87,7.9024,10.4513,55.845,301.7,1808.15,386.65,0.368478
159.5,220.0,0.918996656,0.327272727,12,53,1.023,0.214,0.214,0.214,0.214,1.53,1.87,1.74,7.6462,10.4513,24.305,301.7,923.15,386.65,-0.447564
159.5,220.0,0.954971614,0.277272727,25,53,0.479,0.214,0.214,0.214,0.214,1.53,1.87,7.44,7.434,10.4513,54.938,301.7,1519.15,386.65,-0.180201397
159.5,220.0,0.928536413,0.313636364,28,53,0.444,0.214,0.214,0.214,0.214,1.53,1.87,8.91,7.6398,10.4513,58.693,301.7,1726.15,386.65,-0.143634422
76.0,160.75,0.566044059,0.839813375,56,9,0.204,0.824,0.824,0.479,0.474,0.534,0.534,3.59,5.2117,11.8138,137.327,453.85,1002.15,172.31,4.8590765
76.0,160.75,0.71313112,0.460342146,30,9,0.388,0.824,0.824,0.479,0.474,0.534,0.534,7.13,9.3942,11.8138,65.38,453.85,692.88,172.31,-1.9883915
76.0,160.75,0.644494824,0.615863142,20,9,0.647,0.824,0.824,0.479,0.474,0.534,0.534,1.54,6.1132,11.8138,40.078,453.85,1112.15,172.31,5.1674375
76.0,160.75,0.649495753,0.603421462,48,9,0.232,0.824,0.824,0.479,0.474,0.534,0.534,8.69,8.9938,11.8138,112.411,453.85,594.33,172.31,3.2140065
76.0,160.75,0.711615432,0.463452566,27,9,0.421,0.824,0.824,0.479,0.474,0.534,0.534,8.86,7.881,11.8138,58.933,453.85,1768.15,172.31,5.7580205
76.0,160.75,0.73504953,0.416796267,24,9,0.449,0.824,0.824,0.479,0.474,0.534,0.534,7.15,6.7665,11.8138,51.996,453.85,2130.15,172.31,3.9605675
76.0,160.75,0.716181948,0.454121306,29,9,0.385,0.824,0.824,0.479,0.474,0.534,0.534,8.96,7.7264,11.8138,63.546,453.85,1357.75,172.31,4.883734044
76.0,160.75,0.741561597,0.404354588,26,9,0.449,0.824,0.824,0.479,0.474,0.534,0.534,7.87,7.9024,11.8138,55.845,453.85,1808.15,172.31,6.6204105
76.0,160.75,0.719258992,0.447900467,12,9,1.023,0.824,0.824,0.479,0.474,0.534,0.534,1.74,7.6462,11.8138,24.305,453.85,923.15,172.31,5.2978205
76.0,160.75,0.754938131,0.379471229,25,9,0.479,0.824,0.824,0.479,0.474,0.534,0.534,7.44,7.434,11.8138,54.938,453.85,1519.15,172.31,2.549981204
76.0,160.75,0.72865084,0.429237947,28,9,0.444,0.824,0.824,0.479,0.474,0.534,0.534,8.91,7.6398,11.8138,58.693,453.85,1726.15,172.31,5.463873024
102.0,188.5,0.634975332,0.716180371,56,53,0.204,0.214,0.214,0.824,0.479,0.971,0.971,3.59,5.2117,12.9676,137.327,371.15,1002.15,53.63,-0.508829
102.0,188.5,0.782531505,0.392572944,30,53,0.388,0.214,0.214,0.824,0.479,0.971,0.971,7.13,9.3942,12.9676,65.38,371.15,692.88,53.63,-0.67523
102.0,188.5,0.714485287,0.525198939,20,53,0.647,0.214,0.214,0.824,0.479,0.971,0.971,1.54,6.1132,12.9676,40.078,371.15,1112.15,53.63,-1.716107
102.0,188.5,0.719490438,0.514588859,48,53,0.232,0.214,0.214,0.824,0.479,0.971,0.971,8.69,8.9938,12.9676,112.411,371.15,594.33,53.63,-0.930668
102.0,188.5,0.781043802,0.395225464,27,53,0.421,0.214,0.214,0.824,0.479,0.971,0.971,8.86,7.881,12.9676,58.933,371.15,1768.15,53.63,0.305111
102.0,188.5,0.803970724,0.355437666,24,53,0.449,0.214,0.214,0.824,0.479,0.971,0.971,7.15,6.7665,12.9676,51.996,371.15,2130.15,53.63,-0.279611
102.0,188.5,0.785523977,0.387267905,29,53,0.385,0.214,0.214,0.824,0.479,0.971,0.971,8.96,7.7264,12.9676,63.546,371.15,1357.75,53.63,-1.20607
102.0,188.5,0.810313688,0.344827586,26,53,0.449,0.214,0.214,0.824,0.479,0.971,0.971,7.87,7.9024,12.9676,55.845,371.15,1808.15,53.63,0.066019
102.0,188.5,0.788539424,0.381962865,12,53,1.023,0.214,0.214,0.824,0.479,0.971,0.971,1.74,7.6462,12.9676,24.305,371.15,923.15,53.63,-0.90178
102.0,188.5,0.823304689,0.323607427,25,53,0.479,0.214,0.214,0.824,0.479,0.971,0.971,7.44,7.434,12.9676,54.938,371.15,1519.15,53.63,-0.411773397
102.0,188.5,0.797726291,0.366047745,28,53,0.444,0.214,0.214,0.824,0.479,0.971,0.971,8.91,7.6398,12.9676,58.693,371.15,1726.15,53.63,-1.357516422
138.0,188.5,0.713664186,0.716180371,56,53,0.204,0.214,0.214,0.824,0.479,0.862,0.862,3.59,5.2117,12.9676,137.327,336.5,1002.15,53.63,1.846847
138.0,188.5,0.879506149,0.392572944,30,53,0.388,0.214,0.214,0.824,0.479,0.862,0.862,7.13,9.3942,12.9676,65.38,336.5,692.88,53.63,0.410676
138.0,188.5,0.803027353,0.525198939,20,53,0.647,0.214,0.214,0.824,0.479,0.862,0.862,1.54,6.1132,12.9676,40.078,336.5,1112.15,53.63,0.4913
138.0,188.5,0.808652764,0.514588859,48,53,0.232,0.214,0.214,0.824,0.479,0.862,0.862,8.69,8.9938,12.9676,112.411,336.5,594.33,53.63,0.872938
138.0,188.5,0.877834084,0.395225464,27,53,0.421,0.214,0.214,0.824,0.479,0.862,0.862,8.86,7.881,12.9676,58.933,336.5,1768.15,53.63,1.648353
138.0,188.5,0.903602208,0.355437666,24,53,0.449,0.214,0.214,0.824,0.479,0.862,0.862,7.15,6.7665,12.9676,51.996,336.5,2130.15,53.63,0.694507
138.0,188.5,0.882869461,0.387267905,29,53,0.385,0.214,0.214,0.824,0.479,0.862,0.862,8.96,7.7264,12.9676,63.546,336.5,1357.75,53.63,0.544606
138.0,188.5,0.910731219,0.344827586,26,53,0.449,0.214,0.214,0.824,0.479,0.862,0.862,7.87,7.9024,12.9676,55.845,336.5,1808.15,53.63,1.386635
138.0,188.5,0.886258595,0.381962865,12,53,1.023,0.214,0.214,0.824,0.479,0.862,0.862,1.74,7.6462,12.9676,24.305,336.5,923.15,53.63,0.136506
138.0,188.5,0.92533212,0.323607427,25,53,0.479,0.214,0.214,0.824,0.479,0.862,0.862,7.44,7.434,12.9676,54.938,336.5,1519.15,53.63,0.510415603
138.0,188.5,0.896583938,0.366047745,28,53,0.444,0.214,0.214,0.824,0.479,0.862,0.862,8.91,7.6398,12.9676,58.693,336.5,1726.15,53.63,1.052094578
138.0,198.25,0.713472334,0.680958386,56,35,0.204,0.474,0.474,0.479,0.214,0.862,0.862,3.59,5.2117,10.4513,137.327,336.5,1002.15,172.31,-0.261368
138.0,198.25,0.873332067,0.373266078,30,35,0.388,0.474,0.474,0.479,0.214,0.862,0.862,7.13,9.3942,10.4513,65.38,336.5,692.88,172.31,-1.610583
138.0,198.25,0.799881094,0.499369483,20,35,0.647,0.474,0.474,0.479,0.214,0.862,0.862,1.54,6.1132,10.4513,40.078,336.5,1112.15,172.31,-0.826055
138.0,198.25,0.805299425,0.489281211,48,35,0.232,0.474,0.474,0.479,0.214,0.862,0.862,8.69,8.9938,10.4513,112.411,336.5,594.33,172.31,-1.728175
138.0,198.25,0.871731091,0.375788146,27,35,0.421,0.474,0.474,0.479,0.214,0.862,0.862,8.86,7.881,10.4513,58.933,336.5,1768.15,172.31,0.359824
138.0,198.25,0.896379473,0.337957125,24,35,0.449,0.474,0.474,0.479,0.214,0.862,0.862,7.15,6.7665,10.4513,51.996,336.5,2130.15,172.31,0.048274
138.0,198.25,0.876551724,0.368221942,29,35,0.385,0.474,0.474,0.479,0.214,0.862,0.862,8.96,7.7264,10.4513,63.546,336.5,1357.75,172.31,-3.000787
