A1 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 Specific Heat,B Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A2 Density,Ion Density,Ion AtomicRadius,A1 Firstionization,A2 Firstionization,X3 Firstionization,X4 Firstionization,Ion Firstionization,Ion AtomicMass,X1 Melting Point,X3 Melting Point,Ion Melting Point,Adsorption energy(ev)
55,18,18,0.242,0.32,0.479,0.479,0.388,1.87,7.13,1.5,3.8939,3.8939,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,1.810990162
55,18,18,0.242,0.32,0.479,0.479,0.757,1.87,0.862,2.8,3.8939,3.8939,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.696562842
55,18,18,0.242,0.32,0.479,0.479,1.228,1.87,0.971,2.2,3.8939,3.8939,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.730756807
55,18,18,0.242,0.32,0.479,0.479,0.897,1.87,2.7,1.8,3.8939,3.8939,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,-0.18753179
55,18,18,0.242,0.32,0.479,0.479,0.647,1.87,1.54,2.2,3.8939,3.8939,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-4.141104151
55,18,18,0.242,0.32,0.479,0.479,1.023,1.87,1.74,1.7,3.8939,3.8939,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,-0.024211503
55,18,18,0.242,0.32,0.479,0.479,0.824,1.87,0.0017,0.57,3.8939,3.8939,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-4.50841377
3,18,18,3.582,0.228,0.479,0.479,3.582,0.534,0.534,2.1,5.3917,5.3917,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.570627906
3,18,18,3.582,0.228,0.479,0.479,0.388,0.534,7.13,1.5,5.3917,5.3917,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,4.102531588
3,18,18,3.582,0.228,0.479,0.479,0.757,0.534,0.862,2.8,5.3917,5.3917,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-4.083767235
3,18,18,3.582,0.228,0.479,0.479,1.228,0.534,0.971,2.2,5.3917,5.3917,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-2.903680973
3,18,18,3.582,0.228,0.479,0.479,0.897,0.534,2.7,1.8,5.3917,5.3917,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,3.74102164
3,18,18,3.582,0.228,0.479,0.479,0.647,0.534,1.54,2.2,5.3917,5.3917,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.452336443
3,18,18,3.582,0.228,0.479,0.479,1.023,0.534,1.74,1.7,5.3917,5.3917,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,0.8978442
3,18,18,3.582,0.228,0.479,0.479,0.824,0.534,0.0017,0.57,5.3917,5.3917,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-6.737654772
11,18,18,1.228,0.228,0.479,0.479,3.582,0.971,0.534,2.1,5.1391,5.1391,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.558440376
11,18,18,1.228,0.228,0.479,0.479,0.388,0.971,7.13,1.5,5.1391,5.1391,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,3.073435172
11,18,18,1.228,0.228,0.479,0.479,0.757,0.971,0.862,2.8,5.1391,5.1391,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.712853055
11,18,18,1.228,0.228,0.479,0.479,1.228,0.971,0.971,2.2,5.1391,5.1391,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.082114588
11,18,18,1.228,0.228,0.479,0.479,0.897,0.971,2.7,1.8,5.1391,5.1391,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,2.897858813
11,18,18,1.228,0.228,0.479,0.479,0.647,0.971,1.54,2.2,5.1391,5.1391,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.333193544
11,18,18,1.228,0.228,0.479,0.479,1.023,0.971,1.74,1.7,5.1391,5.1391,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,1.44977902
11,18,18,1.228,0.228,0.479,0.479,0.824,0.971,0.0017,0.57,5.1391,5.1391,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-7.033810301
19,18,18,0.757,0.228,0.479,0.479,3.582,0.862,0.534,2.1,4.3407,4.3407,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-2.785538001
19,18,18,0.757,0.228,0.479,0.479,0.388,0.862,7.13,1.5,4.3407,4.3407,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,2.789252478
19,18,18,0.757,0.228,0.479,0.479,0.757,0.862,0.862,2.8,4.3407,4.3407,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.005222748
19,18,18,0.757,0.228,0.479,0.479,1.228,0.862,0.971,2.2,4.3407,4.3407,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.426904805
19,18,18,0.757,0.228,0.479,0.479,0.897,0.862,2.7,1.8,4.3407,4.3407,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,1.809931352
19,18,18,0.757,0.228,0.479,0.479,0.647,0.862,1.54,2.2,4.3407,4.3407,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.170026684
19,18,18,0.757,0.228,0.479,0.479,1.023,0.862,1.74,1.7,4.3407,4.3407,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,0.894924069
19,18,18,0.757,0.228,0.479,0.479,0.824,0.862,0.0017,0.57,4.3407,4.3407,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-5.069294203
37,18,18,0.363,0.228,0.479,0.479,3.582,1.53,0.534,2.1,4.1771,4.1771,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.106747692
37,18,18,0.363,0.228,0.479,0.479,0.388,1.53,7.13,1.5,4.1771,4.1771,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,2.474567052
37,18,18,0.363,0.228,0.479,0.479,0.757,1.53,0.862,2.8,4.1771,4.1771,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.267498176
37,18,18,0.363,0.228,0.479,0.479,1.228,1.53,0.971,2.2,4.1771,4.1771,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.543364145
37,18,18,0.363,0.228,0.479,0.479,0.897,1.53,2.7,1.8,4.1771,4.1771,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,1.130804147
37,18,18,0.363,0.228,0.479,0.479,0.647,1.53,1.54,2.2,4.1771,4.1771,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.659855029
37,18,18,0.363,0.228,0.479,0.479,1.023,1.53,1.74,1.7,4.1771,4.1771,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,0.500923551
37,18,18,0.363,0.228,0.479,0.479,0.824,1.53,0.0017,0.57,4.1771,4.1771,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-4.555662785
55,18,18,0.242,0.228,0.479,0.479,3.582,1.87,0.534,2.1,3.8939,3.8939,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.395961453
55,18,18,0.242,0.228,0.479,0.479,0.388,1.87,7.13,1.5,3.8939,3.8939,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,1.787664027
55,18,18,0.242,0.228,0.479,0.479,0.757,1.87,0.862,2.8,3.8939,3.8939,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.523215937
55,18,18,0.242,0.228,0.479,0.479,1.228,1.87,0.971,2.2,3.8939,3.8939,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.573896919
55,18,18,0.242,0.228,0.479,0.479,0.897,1.87,2.7,1.8,3.8939,3.8939,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,0.082758158
55,18,18,0.242,0.228,0.479,0.479,0.647,1.87,1.54,2.2,3.8939,3.8939,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-4.300815756
55,18,18,0.242,0.228,0.479,0.479,1.023,1.87,1.74,1.7,3.8939,3.8939,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,-0.097658479
55,18,18,0.242,0.228,0.479,0.479,0.824,1.87,0.0017,0.57,3.8939,3.8939,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-3.962963901
3,18,18,3.582,0.129,0.479,0.479,3.582,0.534,0.534,2.1,5.3917,5.3917,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-1.978120767
3,18,18,3.582,0.129,0.479,0.479,0.388,0.534,7.13,1.5,5.3917,5.3917,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,5.543178348
3,18,18,3.582,0.129,0.479,0.479,0.757,0.534,0.862,2.8,5.3917,5.3917,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-1.4576378
3,18,18,3.582,0.129,0.479,0.479,1.228,0.534,0.971,2.2,5.3917,5.3917,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-0.404929894
3,18,18,3.582,0.129,0.479,0.479,0.897,0.534,2.7,1.8,5.3917,5.3917,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,7.616963496
3,18,18,3.582,0.129,0.479,0.479,0.647,0.534,1.54,2.2,5.3917,5.3917,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-0.967100768
3,18,18,3.582,0.129,0.479,0.479,1.023,0.534,1.74,1.7,5.3917,5.3917,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,3.664241832
3,18,18,3.582,0.129,0.479,0.479,0.824,0.534,0.0017,0.57,5.3917,5.3917,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-6.75585978
11,18,18,1.228,0.129,0.479,0.479,3.582,0.971,0.534,2.1,5.1391,5.1391,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.011189235
11,18,18,1.228,0.129,0.479,0.479,0.388,0.971,7.13,1.5,5.1391,5.1391,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,2.722065432
11,18,18,1.228,0.129,0.479,0.479,0.757,0.971,0.862,2.8,5.1391,5.1391,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-3.294370308
11,18,18,1.228,0.129,0.479,0.479,1.228,0.971,0.971,2.2,5.1391,5.1391,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.850283128
11,18,18,1.228,0.129,0.479,0.479,0.897,0.971,2.7,1.8,5.1391,5.1391,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,4.651654694
11,18,18,1.228,0.129,0.479,0.479,0.647,0.971,1.54,2.2,5.1391,5.1391,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.481745878
11,18,18,1.228,0.129,0.479,0.479,1.023,0.971,1.74,1.7,5.1391,5.1391,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,0.468407502
11,18,18,1.228,0.129,0.479,0.479,0.824,0.971,0.0017,0.57,5.1391,5.1391,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-6.276497898
19,18,18,0.757,0.129,0.479,0.479,3.582,0.862,0.534,2.1,4.3407,4.3407,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-2.910459046
19,18,18,0.757,0.129,0.479,0.479,0.388,0.862,7.13,1.5,4.3407,4.3407,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,2.936111627
19,18,18,0.757,0.129,0.479,0.479,0.757,0.862,0.862,2.8,4.3407,4.3407,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.114829393
19,18,18,0.757,0.129,0.479,0.479,1.228,0.862,0.971,2.2,4.3407,4.3407,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.347507933
19,18,18,0.757,0.129,0.479,0.479,0.897,0.862,2.7,1.8,4.3407,4.3407,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,3.924587789
19,18,18,0.757,0.129,0.479,0.479,0.647,0.862,1.54,2.2,4.3407,4.3407,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-3.353913902
19,18,18,0.757,0.129,0.479,0.479,1.023,0.862,1.74,1.7,4.3407,4.3407,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,-0.990926443
19,18,18,0.757,0.129,0.479,0.479,0.824,0.862,0.0017,0.57,4.3407,4.3407,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-4.543557333
37,18,18,0.363,0.129,0.479,0.479,3.582,1.53,0.534,2.1,4.1771,4.1771,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.363021842
37,18,18,0.363,0.129,0.479,0.479,0.388,1.53,7.13,1.5,4.1771,4.1771,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,2.22468734
37,18,18,0.363,0.129,0.479,0.479,0.757,1.53,0.862,2.8,4.1771,4.1771,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.448464564
37,18,18,0.363,0.129,0.479,0.479,1.228,1.53,0.971,2.2,4.1771,4.1771,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.57032086
37,18,18,0.363,0.129,0.479,0.479,0.897,1.53,2.7,1.8,4.1771,4.1771,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,3.241874057
37,18,18,0.363,0.129,0.479,0.479,0.647,1.53,1.54,2.2,4.1771,4.1771,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-4.034188503
37,18,18,0.363,0.129,0.479,0.479,1.023,1.53,1.74,1.7,4.1771,4.1771,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,0.27227112
37,18,18,0.363,0.129,0.479,0.479,0.824,1.53,0.0017,0.57,4.1771,4.1771,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-4.304684295
55,18,18,0.242,0.129,0.479,0.479,3.582,1.87,0.534,2.1,3.8939,3.8939,12.9676,12.9676,5.3917,6.941,172.31,172.31,453.85,-3.431793228
55,18,18,0.242,0.129,0.479,0.479,0.388,1.87,7.13,1.5,3.8939,3.8939,12.9676,12.9676,9.3942,65.38,172.31,172.31,692.88,1.63223874
55,18,18,0.242,0.129,0.479,0.479,0.757,1.87,0.862,2.8,3.8939,3.8939,12.9676,12.9676,4.3407,39.098,172.31,172.31,336.5,-2.636412113
55,18,18,0.242,0.129,0.479,0.479,1.228,1.87,0.971,2.2,3.8939,3.8939,12.9676,12.9676,5.1391,22.99,172.31,172.31,371.15,-1.69388896
55,18,18,0.242,0.129,0.479,0.479,0.897,1.87,2.7,1.8,3.8939,3.8939,12.9676,12.9676,5.9858,26.982,172.31,172.31,933.4,2.234309434
55,18,18,0.242,0.129,0.479,0.479,0.647,1.87,1.54,2.2,3.8939,3.8939,12.9676,12.9676,6.1132,40.078,172.31,172.31,1112.15,-4.645400221
55,18,18,0.242,0.129,0.479,0.479,1.023,1.87,1.74,1.7,3.8939,3.8939,12.9676,12.9676,7.6462,24.305,172.31,172.31,923.15,-0.40386581
55,18,18,0.242,0.129,0.479,0.479,0.824,1.87,0.0017,0.57,3.8939,3.8939,12.9676,12.9676,17.4228,18.998,172.31,172.31,53.63,-3.801940759
3,35,35,3.582,0.32,0.474,0.474,3.582,0.534,0.534,2.1,5.3917,5.3917,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-2.413294925
3,35,35,3.582,0.32,0.474,0.474,0.388,0.534,7.13,1.5,5.3917,5.3917,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,3.869963956
3,35,35,3.582,0.32,0.474,0.474,0.757,0.534,0.862,2.8,5.3917,5.3917,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-3.590281653
3,35,35,3.582,0.32,0.474,0.474,1.228,0.534,0.971,2.2,5.3917,5.3917,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-2.148620555
3,35,35,3.582,0.32,0.474,0.474,0.897,0.534,2.7,1.8,5.3917,5.3917,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,2.994034966
3,35,35,3.582,0.32,0.474,0.474,0.647,0.534,1.54,2.2,5.3917,5.3917,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-2.28355137
3,35,35,3.582,0.32,0.474,0.474,1.023,0.534,1.74,1.7,5.3917,5.3917,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.845324813
3,35,35,3.582,0.32,0.474,0.474,0.824,0.534,0.0017,0.57,5.3917,5.3917,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-8.084184434
11,35,35,1.228,0.32,0.474,0.474,3.582,0.971,0.534,2.1,5.1391,5.1391,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-2.69097583
11,35,35,1.228,0.32,0.474,0.474,0.388,0.971,7.13,1.5,5.1391,5.1391,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,3.04515175
11,35,35,1.228,0.32,0.474,0.474,0.757,0.971,0.862,2.8,5.1391,5.1391,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.444645671
11,35,35,1.228,0.32,0.474,0.474,1.228,0.971,0.971,2.2,5.1391,5.1391,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.13538474
11,35,35,1.228,0.32,0.474,0.474,0.897,0.971,2.7,1.8,5.1391,5.1391,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,2.379115725
11,35,35,1.228,0.32,0.474,0.474,0.647,0.971,1.54,2.2,5.1391,5.1391,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-2.804836729
11,35,35,1.228,0.32,0.474,0.474,1.023,0.971,1.74,1.7,5.1391,5.1391,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,1.206259149
11,35,35,1.228,0.32,0.474,0.474,0.824,0.971,0.0017,0.57,5.1391,5.1391,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-6.027392996
19,35,35,0.757,0.32,0.474,0.474,3.582,0.862,0.534,2.1,4.3407,4.3407,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-2.883519491
19,35,35,0.757,0.32,0.474,0.474,0.388,0.862,7.13,1.5,4.3407,4.3407,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,2.42553591
19,35,35,0.757,0.32,0.474,0.474,0.757,0.862,0.862,2.8,4.3407,4.3407,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.511643159
19,35,35,0.757,0.32,0.474,0.474,1.228,0.862,0.971,2.2,4.3407,4.3407,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.197362063
19,35,35,0.757,0.32,0.474,0.474,0.897,0.862,2.7,1.8,4.3407,4.3407,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,1.205142169
19,35,35,0.757,0.32,0.474,0.474,0.647,0.862,1.54,2.2,4.3407,4.3407,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-3.323796391
19,35,35,0.757,0.32,0.474,0.474,1.023,0.862,1.74,1.7,4.3407,4.3407,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.626367868
19,35,35,0.757,0.32,0.474,0.474,0.824,0.862,0.0017,0.57,4.3407,4.3407,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-4.606477943
37,35,35,0.363,0.32,0.474,0.474,3.582,1.53,0.534,2.1,4.1771,4.1771,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.276503915
37,35,35,0.363,0.32,0.474,0.474,0.388,1.53,7.13,1.5,4.1771,4.1771,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,1.902425152
37,35,35,0.363,0.32,0.474,0.474,0.757,1.53,0.862,2.8,4.1771,4.1771,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.399062965
37,35,35,0.363,0.32,0.474,0.474,1.228,1.53,0.971,2.2,4.1771,4.1771,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.739525095
37,35,35,0.363,0.32,0.474,0.474,0.897,1.53,2.7,1.8,4.1771,4.1771,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,0.427206009
37,35,35,0.363,0.32,0.474,0.474,0.647,1.53,1.54,2.2,4.1771,4.1771,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-4.042427897
37,35,35,0.363,0.32,0.474,0.474,1.023,1.53,1.74,1.7,4.1771,4.1771,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.178235606
37,35,35,0.363,0.32,0.474,0.474,0.824,1.53,0.0017,0.57,4.1771,4.1771,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-4.251472895
55,35,35,0.242,0.32,0.474,0.474,3.582,1.87,0.534,2.1,3.8939,3.8939,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.491388277
55,35,35,0.242,0.32,0.474,0.474,0.388,1.87,7.13,1.5,3.8939,3.8939,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,0.953049684
55,35,35,0.242,0.32,0.474,0.474,0.757,1.87,0.862,2.8,3.8939,3.8939,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.890156005
55,35,35,0.242,0.32,0.474,0.474,1.228,1.87,0.971,2.2,3.8939,3.8939,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.885142082
55,35,35,0.242,0.32,0.474,0.474,0.897,1.87,2.7,1.8,3.8939,3.8939,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,-0.716067942
55,35,35,0.242,0.32,0.474,0.474,0.647,1.87,1.54,2.2,3.8939,3.8939,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-4.818146053
55,35,35,0.242,0.32,0.474,0.474,1.023,1.87,1.74,1.7,3.8939,3.8939,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-0.488243183
55,35,35,0.242,0.32,0.474,0.474,0.824,1.87,0.0017,0.57,3.8939,3.8939,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-3.878946863
3,35,35,3.582,0.228,0.474,0.474,3.582,0.534,0.534,2.1,5.3917,5.3917,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.323534529
3,35,35,3.582,0.228,0.474,0.474,0.388,0.534,7.13,1.5,5.3917,5.3917,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,3.081298746
3,35,35,3.582,0.228,0.474,0.474,0.757,0.534,0.862,2.8,5.3917,5.3917,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-3.609509759
3,35,35,3.582,0.228,0.474,0.474,1.228,0.534,0.971,2.2,5.3917,5.3917,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.592874363
3,35,35,3.582,0.228,0.474,0.474,0.897,0.534,2.7,1.8,5.3917,5.3917,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,3.04119922
3,35,35,3.582,0.228,0.474,0.474,0.647,0.534,1.54,2.2,5.3917,5.3917,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-2.675458383
3,35,35,3.582,0.228,0.474,0.474,1.023,0.534,1.74,1.7,5.3917,5.3917,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.487566449
3,35,35,3.582,0.228,0.474,0.474,0.824,0.534,0.0017,0.57,5.3917,5.3917,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-7.95174036
11,35,35,1.228,0.228,0.474,0.474,3.582,0.971,0.534,2.1,5.1391,5.1391,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-2.839699997
11,35,35,1.228,0.228,0.474,0.474,0.388,0.971,7.13,1.5,5.1391,5.1391,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,2.558381046
11,35,35,1.228,0.228,0.474,0.474,0.757,0.971,0.862,2.8,5.1391,5.1391,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.698761058
11,35,35,1.228,0.228,0.474,0.474,1.228,0.971,0.971,2.2,5.1391,5.1391,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.233050877
11,35,35,1.228,0.228,0.474,0.474,0.897,0.971,2.7,1.8,5.1391,5.1391,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,2.309209146
11,35,35,1.228,0.228,0.474,0.474,0.647,0.971,1.54,2.2,5.1391,5.1391,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-3.269812888
11,35,35,1.228,0.228,0.474,0.474,1.023,0.971,1.74,1.7,5.1391,5.1391,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.817946482
11,35,35,1.228,0.228,0.474,0.474,0.824,0.971,0.0017,0.57,5.1391,5.1391,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-5.461986229
19,35,35,0.757,0.228,0.474,0.474,3.582,0.862,0.534,2.1,4.3407,4.3407,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.072908978
19,35,35,0.757,0.228,0.474,0.474,0.388,0.862,7.13,1.5,4.3407,4.3407,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,2.046885603
19,35,35,0.757,0.228,0.474,0.474,0.757,0.862,0.862,2.8,4.3407,4.3407,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.563643288
19,35,35,0.757,0.228,0.474,0.474,1.228,0.862,0.971,2.2,4.3407,4.3407,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.682443258
19,35,35,0.757,0.228,0.474,0.474,0.897,0.862,2.7,1.8,4.3407,4.3407,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,1.142216712
19,35,35,0.757,0.228,0.474,0.474,0.647,0.862,1.54,2.2,4.3407,4.3407,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-3.924250679
19,35,35,0.757,0.228,0.474,0.474,1.023,0.862,1.74,1.7,4.3407,4.3407,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.265304223
19,35,35,0.757,0.228,0.474,0.474,0.824,0.862,0.0017,0.57,4.3407,4.3407,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-4.370440536
37,35,35,0.363,0.228,0.474,0.474,3.582,1.53,0.534,2.1,4.1771,4.1771,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.283149653
37,35,35,0.363,0.228,0.474,0.474,0.388,1.53,7.13,1.5,4.1771,4.1771,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,1.654439228
37,35,35,0.363,0.228,0.474,0.474,0.757,1.53,0.862,2.8,4.1771,4.1771,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.697407787
37,35,35,0.363,0.228,0.474,0.474,1.228,1.53,0.971,2.2,4.1771,4.1771,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.687915478
37,35,35,0.363,0.228,0.474,0.474,0.897,1.53,2.7,1.8,4.1771,4.1771,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,0.364659654
37,35,35,0.363,0.228,0.474,0.474,0.647,1.53,1.54,2.2,4.1771,4.1771,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-4.396521985
37,35,35,0.363,0.228,0.474,0.474,1.023,1.53,1.74,1.7,4.1771,4.1771,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-0.142344015
37,35,35,0.363,0.228,0.474,0.474,0.824,1.53,0.0017,0.57,4.1771,4.1771,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-4.003351832
55,35,35,0.242,0.228,0.474,0.474,3.582,1.87,0.534,2.1,3.8939,3.8939,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.618727929
