A1 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 Specific Heat,B Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A2 Density,Ion Density,Ion AtomicRadius,A1 Firstionization,A2 Firstionization,X3 Firstionization,X4 Firstionization,Ion Firstionization,Ion AtomicMass,X1 Melting Point,X3 Melting Point,Ion Melting Point,Adsorption energy(ev)
55,35,35,0.242,0.228,0.474,0.474,0.388,1.87,7.13,1.5,3.8939,3.8939,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,1.01529827
55,35,35,0.242,0.228,0.474,0.474,0.757,1.87,0.862,2.8,3.8939,3.8939,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.994156912
55,35,35,0.242,0.228,0.474,0.474,1.228,1.87,0.971,2.2,3.8939,3.8939,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.863758247
55,35,35,0.242,0.228,0.474,0.474,0.897,1.87,2.7,1.8,3.8939,3.8939,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,-0.754693335
55,35,35,0.242,0.228,0.474,0.474,0.647,1.87,1.54,2.2,3.8939,3.8939,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-5.17328642
55,35,35,0.242,0.228,0.474,0.474,1.023,1.87,1.74,1.7,3.8939,3.8939,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-0.76016936
55,35,35,0.242,0.228,0.474,0.474,0.824,1.87,0.0017,0.57,3.8939,3.8939,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-3.52769741
3,35,35,3.582,0.129,0.474,0.474,3.582,0.534,0.534,2.1,5.3917,5.3917,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-2.629859272
3,35,35,3.582,0.129,0.474,0.474,0.388,0.534,7.13,1.5,5.3917,5.3917,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,2.793518701
3,35,35,3.582,0.129,0.474,0.474,0.757,0.534,0.862,2.8,5.3917,5.3917,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-3.396844849
3,35,35,3.582,0.129,0.474,0.474,1.228,0.534,0.971,2.2,5.3917,5.3917,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-2.932110251
3,35,35,3.582,0.129,0.474,0.474,0.897,0.534,2.7,1.8,5.3917,5.3917,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,0.568969699
3,35,35,3.582,0.129,0.474,0.474,0.647,0.534,1.54,2.2,5.3917,5.3917,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-3.481208078
3,35,35,3.582,0.129,0.474,0.474,1.023,0.534,1.74,1.7,5.3917,5.3917,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,0.41862778
3,35,35,3.582,0.129,0.474,0.474,0.824,0.534,0.0017,0.57,5.3917,5.3917,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-7.577180309
11,35,35,1.228,0.129,0.474,0.474,3.582,0.971,0.534,2.1,5.1391,5.1391,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.208354722
11,35,35,1.228,0.129,0.474,0.474,0.388,0.971,7.13,1.5,5.1391,5.1391,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,2.339983328
11,35,35,1.228,0.129,0.474,0.474,0.757,0.971,0.862,2.8,5.1391,5.1391,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-3.090886542
11,35,35,1.228,0.129,0.474,0.474,1.228,0.971,0.971,2.2,5.1391,5.1391,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-2.235478592
11,35,35,1.228,0.129,0.474,0.474,0.897,0.971,2.7,1.8,5.1391,5.1391,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,3.194554868
11,35,35,1.228,0.129,0.474,0.474,0.647,0.971,1.54,2.2,5.1391,5.1391,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-3.763210792
11,35,35,1.228,0.129,0.474,0.474,1.023,0.971,1.74,1.7,5.1391,5.1391,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-1.367225082
11,35,35,1.228,0.129,0.474,0.474,0.824,0.971,0.0017,0.57,5.1391,5.1391,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-5.921768822
19,35,35,0.757,0.129,0.474,0.474,3.582,0.862,0.534,2.1,4.3407,4.3407,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.251266291
19,35,35,0.757,0.129,0.474,0.474,0.388,0.862,7.13,1.5,4.3407,4.3407,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,1.961799659
19,35,35,0.757,0.129,0.474,0.474,0.757,0.862,0.862,2.8,4.3407,4.3407,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.697098285
19,35,35,0.757,0.129,0.474,0.474,1.228,0.862,0.971,2.2,4.3407,4.3407,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.937367321
19,35,35,0.757,0.129,0.474,0.474,0.897,0.862,2.7,1.8,4.3407,4.3407,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,2.155314893
19,35,35,0.757,0.129,0.474,0.474,0.647,0.862,1.54,2.2,4.3407,4.3407,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-4.163995735
19,35,35,0.757,0.129,0.474,0.474,1.023,0.862,1.74,1.7,4.3407,4.3407,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-0.081841731
19,35,35,0.757,0.129,0.474,0.474,0.824,0.862,0.0017,0.57,4.3407,4.3407,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-4.255445634
37,35,35,0.363,0.129,0.474,0.474,3.582,1.53,0.534,2.1,4.1771,4.1771,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.422556462
37,35,35,0.363,0.129,0.474,0.474,0.388,1.53,7.13,1.5,4.1771,4.1771,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,1.50145417
37,35,35,0.363,0.129,0.474,0.474,0.757,1.53,0.862,2.8,4.1771,4.1771,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-2.839820998
37,35,35,0.363,0.129,0.474,0.474,1.228,1.53,0.971,2.2,4.1771,4.1771,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-2.024826475
37,35,35,0.363,0.129,0.474,0.474,0.897,1.53,2.7,1.8,4.1771,4.1771,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,1.449149644
37,35,35,0.363,0.129,0.474,0.474,0.647,1.53,1.54,2.2,4.1771,4.1771,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-4.922604798
37,35,35,0.363,0.129,0.474,0.474,1.023,1.53,1.74,1.7,4.1771,4.1771,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-0.49769957
37,35,35,0.363,0.129,0.474,0.474,0.824,1.53,0.0017,0.57,4.1771,4.1771,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-3.763873228
55,35,35,0.242,0.129,0.474,0.474,3.582,1.87,0.534,2.1,3.8939,3.8939,11.8138,11.8138,5.3917,6.941,266.05,266.05,453.85,-3.585963918
55,35,35,0.242,0.129,0.474,0.474,0.388,1.87,7.13,1.5,3.8939,3.8939,11.8138,11.8138,9.3942,65.38,266.05,266.05,692.88,0.712497018
55,35,35,0.242,0.129,0.474,0.474,0.757,1.87,0.862,2.8,3.8939,3.8939,11.8138,11.8138,4.3407,39.098,266.05,266.05,336.5,-3.10960854
55,35,35,0.242,0.129,0.474,0.474,1.228,1.87,0.971,2.2,3.8939,3.8939,11.8138,11.8138,5.1391,22.99,266.05,266.05,371.15,-1.988023562
55,35,35,0.242,0.129,0.474,0.474,0.897,1.87,2.7,1.8,3.8939,3.8939,11.8138,11.8138,5.9858,26.982,266.05,266.05,933.4,0.267880575
55,35,35,0.242,0.129,0.474,0.474,0.647,1.87,1.54,2.2,3.8939,3.8939,11.8138,11.8138,6.1132,40.078,266.05,266.05,1112.15,-5.670890481
55,35,35,0.242,0.129,0.474,0.474,1.023,1.87,1.74,1.7,3.8939,3.8939,11.8138,11.8138,7.6462,24.305,266.05,266.05,923.15,-1.042678632
55,35,35,0.242,0.129,0.474,0.474,0.824,1.87,0.0017,0.57,3.8939,3.8939,11.8138,11.8138,17.4228,18.998,266.05,266.05,53.63,-3.320683492
3,53,53,3.582,0.32,0.214,0.214,3.582,0.534,0.534,2.1,5.3917,5.3917,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-2.896874273
3,53,53,3.582,0.32,0.214,0.214,0.388,0.534,7.13,1.5,5.3917,5.3917,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,1.946509322
3,53,53,3.582,0.32,0.214,0.214,0.757,0.534,0.862,2.8,5.3917,5.3917,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.263341069
3,53,53,3.582,0.32,0.214,0.214,1.228,0.534,0.971,2.2,5.3917,5.3917,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.519109838
3,53,53,3.582,0.32,0.214,0.214,0.897,0.534,2.7,1.8,5.3917,5.3917,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,2.153486384
3,53,53,3.582,0.32,0.214,0.214,0.647,0.534,1.54,2.2,5.3917,5.3917,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-3.5020574
3,53,53,3.582,0.32,0.214,0.214,1.023,0.534,1.74,1.7,5.3917,5.3917,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.311828017
3,53,53,3.582,0.32,0.214,0.214,0.824,0.534,0.0017,0.57,5.3917,5.3917,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-6.673732386
11,53,53,1.228,0.32,0.214,0.214,3.582,0.971,0.534,2.1,5.1391,5.1391,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.339728773
11,53,53,1.228,0.32,0.214,0.214,0.388,0.971,7.13,1.5,5.1391,5.1391,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,1.283746535
11,53,53,1.228,0.32,0.214,0.214,0.757,0.971,0.862,2.8,5.1391,5.1391,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-2.911618234
11,53,53,1.228,0.32,0.214,0.214,1.228,0.971,0.971,2.2,5.1391,5.1391,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.244245986
11,53,53,1.228,0.32,0.214,0.214,0.897,0.971,2.7,1.8,5.1391,5.1391,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,1.308457481
11,53,53,1.228,0.32,0.214,0.214,0.647,0.971,1.54,2.2,5.1391,5.1391,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-4.087381641
11,53,53,1.228,0.32,0.214,0.214,1.023,0.971,1.74,1.7,5.1391,5.1391,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.045381935
11,53,53,1.228,0.32,0.214,0.214,0.824,0.971,0.0017,0.57,5.1391,5.1391,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-4.868616741
19,53,53,0.757,0.32,0.214,0.214,3.582,0.862,0.534,2.1,4.3407,4.3407,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.570042727
19,53,53,0.757,0.32,0.214,0.214,0.388,0.862,7.13,1.5,4.3407,4.3407,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.615274524
19,53,53,0.757,0.32,0.214,0.214,0.757,0.862,0.862,2.8,4.3407,4.3407,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.000425173
19,53,53,0.757,0.32,0.214,0.214,1.228,0.862,0.971,2.2,4.3407,4.3407,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.169208992
19,53,53,0.757,0.32,0.214,0.214,0.897,0.862,2.7,1.8,4.3407,4.3407,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-0.063778507
19,53,53,0.757,0.32,0.214,0.214,0.647,0.862,1.54,2.2,4.3407,4.3407,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-4.819501567
19,53,53,0.757,0.32,0.214,0.214,1.023,0.862,1.74,1.7,4.3407,4.3407,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.690465708
19,53,53,0.757,0.32,0.214,0.214,0.824,0.862,0.0017,0.57,4.3407,4.3407,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-4.088727741
37,53,53,0.363,0.32,0.214,0.214,3.582,1.53,0.534,2.1,4.1771,4.1771,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.6995217
37,53,53,0.363,0.32,0.214,0.214,0.388,1.53,7.13,1.5,4.1771,4.1771,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.499425599
37,53,53,0.363,0.32,0.214,0.214,0.757,1.53,0.862,2.8,4.1771,4.1771,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.156836351
37,53,53,0.363,0.32,0.214,0.214,1.228,1.53,0.971,2.2,4.1771,4.1771,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-1.991794827
37,53,53,0.363,0.32,0.214,0.214,0.897,1.53,2.7,1.8,4.1771,4.1771,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-0.617390147
37,53,53,0.363,0.32,0.214,0.214,0.647,1.53,1.54,2.2,4.1771,4.1771,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-5.108031851
37,53,53,0.363,0.32,0.214,0.214,1.023,1.53,1.74,1.7,4.1771,4.1771,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.97442747
37,53,53,0.363,0.32,0.214,0.214,0.824,1.53,0.0017,0.57,4.1771,4.1771,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-3.602593513
55,53,53,0.242,0.32,0.214,0.214,3.582,1.87,0.534,2.1,3.8939,3.8939,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.995653647
55,53,53,0.242,0.32,0.214,0.214,0.388,1.87,7.13,1.5,3.8939,3.8939,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,-0.083450109
55,53,53,0.242,0.32,0.214,0.214,0.757,1.87,0.862,2.8,3.8939,3.8939,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.257371416
55,53,53,0.242,0.32,0.214,0.214,1.228,1.87,0.971,2.2,3.8939,3.8939,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.272015647
55,53,53,0.242,0.32,0.214,0.214,0.897,1.87,2.7,1.8,3.8939,3.8939,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-1.674917321
55,53,53,0.242,0.32,0.214,0.214,0.647,1.87,1.54,2.2,3.8939,3.8939,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-3.89216521
55,53,53,0.242,0.32,0.214,0.214,1.023,1.87,1.74,1.7,3.8939,3.8939,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-1.578579333
55,53,53,0.242,0.32,0.214,0.214,0.824,1.87,0.0017,0.57,3.8939,3.8939,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-3.219533915
3,53,53,3.582,0.228,0.214,0.214,3.582,0.534,0.534,2.1,5.3917,5.3917,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.043420917
3,53,53,3.582,0.228,0.214,0.214,0.388,0.534,7.13,1.5,5.3917,5.3917,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,1.348589968
3,53,53,3.582,0.228,0.214,0.214,0.757,0.534,0.862,2.8,5.3917,5.3917,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.508765594
3,53,53,3.582,0.228,0.214,0.214,1.228,0.534,0.971,2.2,5.3917,5.3917,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-1.509997419
3,53,53,3.582,0.228,0.214,0.214,0.897,0.534,2.7,1.8,5.3917,5.3917,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,1.590966762
3,53,53,3.582,0.228,0.214,0.214,0.647,0.534,1.54,2.2,5.3917,5.3917,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-4.046300787
3,53,53,3.582,0.228,0.214,0.214,1.023,0.534,1.74,1.7,5.3917,5.3917,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,0.110027942
3,53,53,3.582,0.228,0.214,0.214,0.824,0.534,0.0017,0.57,5.3917,5.3917,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-6.766782712
11,53,53,1.228,0.228,0.214,0.214,3.582,0.971,0.534,2.1,5.1391,5.1391,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.755186833
11,53,53,1.228,0.228,0.214,0.214,0.388,0.971,7.13,1.5,5.1391,5.1391,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,1.123357933
11,53,53,1.228,0.228,0.214,0.214,0.757,0.971,0.862,2.8,5.1391,5.1391,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.202380854
11,53,53,1.228,0.228,0.214,0.214,1.228,0.971,0.971,2.2,5.1391,5.1391,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-1.867441781
11,53,53,1.228,0.228,0.214,0.214,0.897,0.971,2.7,1.8,5.1391,5.1391,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,0.7145222
11,53,53,1.228,0.228,0.214,0.214,0.647,0.971,1.54,2.2,5.1391,5.1391,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-4.426068347
11,53,53,1.228,0.228,0.214,0.214,1.023,0.971,1.74,1.7,5.1391,5.1391,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.511066085
11,53,53,1.228,0.228,0.214,0.214,0.824,0.971,0.0017,0.57,5.1391,5.1391,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-4.883217029
19,53,53,0.757,0.228,0.214,0.214,3.582,0.862,0.534,2.1,4.3407,4.3407,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.794548876
19,53,53,0.757,0.228,0.214,0.214,0.388,0.862,7.13,1.5,4.3407,4.3407,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.310069093
19,53,53,0.757,0.228,0.214,0.214,0.757,0.862,0.862,2.8,4.3407,4.3407,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.20444936
19,53,53,0.757,0.228,0.214,0.214,1.228,0.862,0.971,2.2,4.3407,4.3407,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.397775014
19,53,53,0.757,0.228,0.214,0.214,0.897,0.862,2.7,1.8,4.3407,4.3407,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-0.646758806
19,53,53,0.757,0.228,0.214,0.214,0.647,0.862,1.54,2.2,4.3407,4.3407,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-5.28423727
19,53,53,0.757,0.228,0.214,0.214,1.023,0.862,1.74,1.7,4.3407,4.3407,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-1.068761305
19,53,53,0.757,0.228,0.214,0.214,0.824,0.862,0.0017,0.57,4.3407,4.3407,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-3.846102305
37,53,53,0.363,0.228,0.214,0.214,3.582,1.53,0.534,2.1,4.1771,4.1771,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.778757961
37,53,53,0.363,0.228,0.214,0.214,0.388,1.53,7.13,1.5,4.1771,4.1771,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.083589941
37,53,53,0.363,0.228,0.214,0.214,0.757,1.53,0.862,2.8,4.1771,4.1771,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.126879175
37,53,53,0.363,0.228,0.214,0.214,1.228,1.53,0.971,2.2,4.1771,4.1771,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.208251047
37,53,53,0.363,0.228,0.214,0.214,0.897,1.53,2.7,1.8,4.1771,4.1771,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-1.133500626
37,53,53,0.363,0.228,0.214,0.214,0.647,1.53,1.54,2.2,4.1771,4.1771,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-5.615487243
37,53,53,0.363,0.228,0.214,0.214,1.023,1.53,1.74,1.7,4.1771,4.1771,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-1.411099095
37,53,53,0.363,0.228,0.214,0.214,0.824,1.53,0.0017,0.57,4.1771,4.1771,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-3.323739068
55,53,53,0.242,0.228,0.214,0.214,3.582,1.87,0.534,2.1,3.8939,3.8939,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-4.064306744
55,53,53,0.242,0.228,0.214,0.214,0.388,1.87,7.13,1.5,3.8939,3.8939,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,-0.606153225
55,53,53,0.242,0.228,0.214,0.214,0.757,1.87,0.862,2.8,3.8939,3.8939,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.382505205
55,53,53,0.242,0.228,0.214,0.214,1.228,1.87,0.971,2.2,3.8939,3.8939,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.638980799
55,53,53,0.242,0.228,0.214,0.214,0.897,1.87,2.7,1.8,3.8939,3.8939,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-2.188401622
55,53,53,0.242,0.228,0.214,0.214,0.647,1.87,1.54,2.2,3.8939,3.8939,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-6.258671298
55,53,53,0.242,0.228,0.214,0.214,1.023,1.87,1.74,1.7,3.8939,3.8939,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-2.045388142
55,53,53,0.242,0.228,0.214,0.214,0.824,1.87,0.0017,0.57,3.8939,3.8939,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-2.926091521
3,53,53,3.582,0.129,0.214,0.214,3.582,0.534,0.534,2.1,5.3917,5.3917,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.316989417
3,53,53,3.582,0.129,0.214,0.214,0.388,0.534,7.13,1.5,5.3917,5.3917,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.416587415
3,53,53,3.582,0.129,0.214,0.214,0.757,0.534,0.862,2.8,5.3917,5.3917,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.95060446
3,53,53,3.582,0.129,0.214,0.214,1.228,0.534,0.971,2.2,5.3917,5.3917,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-3.288874495
3,53,53,3.582,0.129,0.214,0.214,0.897,0.534,2.7,1.8,5.3917,5.3917,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,1.872285546
3,53,53,3.582,0.129,0.214,0.214,0.647,0.534,1.54,2.2,5.3917,5.3917,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-4.633142635
3,53,53,3.582,0.129,0.214,0.214,1.023,0.534,1.74,1.7,5.3917,5.3917,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.904787285
3,53,53,3.582,0.129,0.214,0.214,0.824,0.534,0.0017,0.57,5.3917,5.3917,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-5.775736413
11,53,53,1.228,0.129,0.214,0.214,3.582,0.971,0.534,2.1,5.1391,5.1391,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.6735151
11,53,53,1.228,0.129,0.214,0.214,0.388,0.971,7.13,1.5,5.1391,5.1391,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.81813289
11,53,53,1.228,0.129,0.214,0.214,0.757,0.971,0.862,2.8,5.1391,5.1391,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.25716876
11,53,53,1.228,0.129,0.214,0.214,1.228,0.971,0.971,2.2,5.1391,5.1391,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.08767269
11,53,53,1.228,0.129,0.214,0.214,0.897,0.971,2.7,1.8,5.1391,5.1391,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-1.84506027
11,53,53,1.228,0.129,0.214,0.214,0.647,0.971,1.54,2.2,5.1391,5.1391,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-4.98395128
11,53,53,1.228,0.129,0.214,0.214,1.023,0.971,1.74,1.7,5.1391,5.1391,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-0.79706633
11,53,53,1.228,0.129,0.214,0.214,0.824,0.971,0.0017,0.57,5.1391,5.1391,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-4.42943892
19,53,53,0.757,0.129,0.214,0.214,3.582,0.862,0.534,2.1,4.3407,4.3407,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.93326822
19,53,53,0.757,0.129,0.214,0.214,0.388,0.862,7.13,1.5,4.3407,4.3407,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,0.28093726
19,53,53,0.757,0.129,0.214,0.214,0.757,0.862,0.862,2.8,4.3407,4.3407,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.24094263
19,53,53,0.757,0.129,0.214,0.214,1.228,0.862,0.971,2.2,4.3407,4.3407,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.38105073
19,53,53,0.757,0.129,0.214,0.214,0.897,0.862,2.7,1.8,4.3407,4.3407,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-0.43401691
19,53,53,0.757,0.129,0.214,0.214,0.647,0.862,1.54,2.2,4.3407,4.3407,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-5.61925778
19,53,53,0.757,0.129,0.214,0.214,1.023,0.862,1.74,1.7,4.3407,4.3407,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-1.19562479
19,53,53,0.757,0.129,0.214,0.214,0.824,0.862,0.0017,0.57,4.3407,4.3407,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-3.53650962
37,53,53,0.363,0.129,0.214,0.214,3.582,1.53,0.534,2.1,4.1771,4.1771,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-3.96367056
37,53,53,0.363,0.129,0.214,0.214,0.388,1.53,7.13,1.5,4.1771,4.1771,10.4513,10.4513,9.3942,65.38,386.65,386.65,692.88,-0.13691434
37,53,53,0.363,0.129,0.214,0.214,0.757,1.53,0.862,2.8,4.1771,4.1771,10.4513,10.4513,4.3407,39.098,386.65,386.65,336.5,-3.31398576
37,53,53,0.363,0.129,0.214,0.214,1.228,1.53,0.971,2.2,4.1771,4.1771,10.4513,10.4513,5.1391,22.99,386.65,386.65,371.15,-2.2727312
37,53,53,0.363,0.129,0.214,0.214,0.897,1.53,2.7,1.8,4.1771,4.1771,10.4513,10.4513,5.9858,26.982,386.65,386.65,933.4,-1.269125
37,53,53,0.363,0.129,0.214,0.214,0.647,1.53,1.54,2.2,4.1771,4.1771,10.4513,10.4513,6.1132,40.078,386.65,386.65,1112.15,-6.05673102
37,53,53,0.363,0.129,0.214,0.214,1.023,1.53,1.74,1.7,4.1771,4.1771,10.4513,10.4513,7.6462,24.305,386.65,386.65,923.15,-1.69335811
37,53,53,0.363,0.129,0.214,0.214,0.824,1.53,0.0017,0.57,4.1771,4.1771,10.4513,10.4513,17.4228,18.998,386.65,386.65,53.63,-3.07913861
55,53,53,0.242,0.129,0.214,0.214,3.582,1.87,0.534,2.1,3.8939,3.8939,10.4513,10.4513,5.3917,6.941,386.65,386.65,453.85,-4.30445886
